Gene	Gene_ID	index
ECHDC1	ENSG00000093144	3847
ECHDC2	ENSG00000121310	3848
ECHDC3	ENSG00000134463	3849
ECHS1	ENSG00000127884	3850
ECI1	ENSG00000167969	3851
ECI2	ENSG00000198721	3852
ECSCR	ENSG00000249751	3853
ECSIT	ENSG00000130159	3854
ECT2	ENSG00000114346	3855
ECT2L	ENSG00000203734	3856
EDA	ENSG00000158813	3857
EDA2R	ENSG00000131080	3858
EDAR	ENSG00000135960	3859
EDC3	ENSG00000179151	3860
EDC4	ENSG00000038358	3861
EDDM3A	ENSG00000181562	3862
EDDM3B	ENSG00000181552	3863
EDEM1	ENSG00000134109	3864
EDEM2	ENSG00000088298	3865
EDEM3	ENSG00000116406	3866
EDF1	ENSG00000107223	3867
EDIL3	ENSG00000164176	3868
EDN1	ENSG00000078401	3869
EDN2	ENSG00000127129	3870
EDN3	ENSG00000124205	3871
EDNRA	ENSG00000151617	3872
EDNRB	ENSG00000136160	3873
EDRF1	ENSG00000107938	3874
EEA1	ENSG00000102189	3875
EED	ENSG00000074266	3876
EEF1A1	ENSG00000156508	3877
EEF1A2	ENSG00000101210	3878
EEF1D	ENSG00000104529	3879
EEF1E1	ENSG00000124802	3880
EEF1G	ENSG00000254772	3881
EEF2	ENSG00000167658	3882
EEF2K	ENSG00000103319	3883
EEFSEC	ENSG00000132394	3884
EEPD1	ENSG00000122547	3885
EFCAB1	ENSG00000034239	3886
EFCAB2	ENSG00000203666	3887
EFCAB3	ENSG00000172421	3888
EFCAB5	ENSG00000176927	3889
EFCAB6	ENSG00000186976	3890
EFCAB7	ENSG00000203965	3891
EFCAB11	ENSG00000140025	3892
EFCAB12	ENSG00000172771	3893
EFCAB13	ENSG00000178852	3894
EFCAB14	ENSG00000159658	3895
EFCC1	ENSG00000114654	3896
EFEMP1	ENSG00000115380	3897
EFEMP2	ENSG00000172638	3898
EFHB	ENSG00000163576	3899
EFHC1	ENSG00000096093	3900
EFHC2	ENSG00000183690	3901
EFHD1	ENSG00000115468	3902
EFHD2	ENSG00000142634	3903
EFNA1	ENSG00000169242	3904
EFNA2	ENSG00000099617	3905
EFNA3	ENSG00000143590	3906
EFNA4	ENSG00000243364	3907
EFNA5	ENSG00000184349	3908
EFNB1	ENSG00000090776	3909
EFNB2	ENSG00000125266	3910
EFNB3	ENSG00000108947	3911
EFR3A	ENSG00000132294	3912
EFR3B	ENSG00000084710	3913
EFS	ENSG00000100842	3914
EFTUD2	ENSG00000108883	3915
EGFL6	ENSG00000198759	3916
EGFL7	ENSG00000172889	3917
EGFL8	ENSG00000241404	3918
EGFLAM	ENSG00000164318	3919
EGFR	ENSG00000146648	3920
EGLN1	ENSG00000135766	3921
EGLN2	ENSG00000269858	3922
EGLN3	ENSG00000129521	3923
EGR1	ENSG00000120738	3924
EGR2	ENSG00000122877	3925
EGR3	ENSG00000179388	3926
EGR4	ENSG00000135625	3927
EHBP1	ENSG00000115504	3928
EHBP1L1	ENSG00000173442	3929
EHD1	ENSG00000110047	3930
EHD2	ENSG00000024422	3931
EHD3	ENSG00000013016	3932
EHD4	ENSG00000103966	3933
EHF	ENSG00000135373	3934
EHHADH	ENSG00000113790	3935
EHMT1	ENSG00000181090	3936
EHMT2	ENSG00000204371	3937
EI24	ENSG00000149547	3938
EID1	ENSG00000255302	3939
EID2	ENSG00000176396	3940
EID2B	ENSG00000176401	3941
EID3	ENSG00000255150	3942
EIF1	ENSG00000173812	3943
EIF1AD	ENSG00000175376	3944
EIF1AX	ENSG00000173674	3945
EIF1B	ENSG00000114784	3946
EIF2A	ENSG00000144895	3947
EIF2AK1	ENSG00000086232	3948
EIF2AK2	ENSG00000055332	3949
EIF2AK3	ENSG00000172071	3950
EIF2AK4	ENSG00000128829	3951
EIF2B1	ENSG00000111361	3952
EIF2B2	ENSG00000119718	3953
EIF2B3	ENSG00000070785	3954
EIF2B4	ENSG00000115211	3955
EIF2B5	ENSG00000145191	3956
EIF2D	ENSG00000143486	3957
EIF2S1	ENSG00000134001	3958
EIF2S2	ENSG00000125977	3959
EIF2S3	ENSG00000130741	3960
EIF3A	ENSG00000107581	3961
EIF3B	ENSG00000106263	3962
EIF3C	ENSG00000184110	3963
EIF3D	ENSG00000100353	3964
EIF3E	ENSG00000104408	3965
EIF3F	ENSG00000175390	3966
EIF3G	ENSG00000130811	3967
EIF3H	ENSG00000147677	3968
EIF3I	ENSG00000084623	3969
EIF3J	ENSG00000104131	3970
EIF3K	ENSG00000178982	3971
EIF3L	ENSG00000100129	3972
EIF3M	ENSG00000149100	3973
EIF4A1	ENSG00000161960	3974
EIF4A2	ENSG00000156976	3975
EIF4A3	ENSG00000141543	3976
EIF4E	ENSG00000151247	3977
EIF4E1B	ENSG00000175766	3978
EIF4E2	ENSG00000135930	3979
EIF4E3	ENSG00000163412	3980
EIF4EBP1	ENSG00000187840	3981
EIF4EBP3	ENSG00000243056	3982
EIF4ENIF1	ENSG00000184708	3983
EIF4G1	ENSG00000114867	3984
EIF4G2	ENSG00000110321	3985
EIF4G3	ENSG00000075151	3986
EIF4H	ENSG00000106682	3987
EIF5A	ENSG00000132507	3988
EIF5AL1	ENSG00000253626	3989
EIF5B	ENSG00000158417	3990
EIF6	ENSG00000242372	3991
ELAC1	ENSG00000141642	3992
ELAC2	ENSG00000006744	3993
ELANE	ENSG00000197561	3994
ELAVL1	ENSG00000066044	3995
ELAVL2	ENSG00000107105	3996
ELAVL3	ENSG00000196361	3997
ELAVL4	ENSG00000162374	3998
ELF2	ENSG00000109381	3999
ELF3	ENSG00000163435	4000
ELF4	ENSG00000102034	4001
ELFN1	ENSG00000225968	4002
ELFN2	ENSG00000166897	4003
ELK3	ENSG00000111145	4004
ELK4	ENSG00000158711	4005
ELL	ENSG00000105656	4006
ELL2	ENSG00000118985	4007
ELL3	ENSG00000128886	4008
ELMO1	ENSG00000155849	4009
ELMO2	ENSG00000062598	4010
ELMO3	ENSG00000102890	4011
ELMOD1	ENSG00000110675	4012
ELMOD2	ENSG00000179387	4013
ELMOD3	ENSG00000115459	4014
ELMSAN1	ENSG00000156030	4015
ELN	ENSG00000049540	4016
ELOF1	ENSG00000130165	4017
ELOVL1	ENSG00000066322	4018
ELOVL2	ENSG00000197977	4019
ELOVL3	ENSG00000119915	4020
ELOVL4	ENSG00000118402	4021
ELOVL5	ENSG00000012660	4022
ELOVL6	ENSG00000170522	4023
ELOVL7	ENSG00000164181	4024
ELP2	ENSG00000134759	4025
ELP3	ENSG00000134014	4026
ELP4	ENSG00000109911	4027
ELP5	ENSG00000170291	4028
ELP6	ENSG00000163832	4029
ELSPBP1	ENSG00000169393	4030
EMB	ENSG00000170571	4031
EMC1	ENSG00000127463	4032
EMC2	ENSG00000104412	4033
EMC3	ENSG00000125037	4034
EMC4	ENSG00000128463	4035
EMC6	ENSG00000127774	4036
EMC7	ENSG00000134153	4037
EMC8	ENSG00000131148	4038
EMC9	ENSG00000100908	4039
EMC10	ENSG00000161671	4040
EMCN	ENSG00000164035	4041
EMD	ENSG00000102119	4042
EME1	ENSG00000154920	4043
EME2	ENSG00000197774	4044
EMG1	ENSG00000126749	4045
EMID1	ENSG00000186998	4046
EMILIN1	ENSG00000138080	4047
EMILIN2	ENSG00000132205	4048
EMILIN3	ENSG00000183798	4049
EML1	ENSG00000066629	4050
EML2	ENSG00000125746	4051
EML3	ENSG00000149499	4052
EML4	ENSG00000143924	4053
EML5	ENSG00000165521	4054
EML6	ENSG00000214595	4055
EMP1	ENSG00000134531	4056
EMP2	ENSG00000213853	4057
EMP3	ENSG00000142227	4058
ENAH	ENSG00000154380	4059
ENAM	ENSG00000132464	4060
ENC1	ENSG00000171617	4061
ENDOD1	ENSG00000149218	4062
ENDOU	ENSG00000111405	4063
ENDOV	ENSG00000173818	4064
ENG	ENSG00000106991	4065
ENGASE	ENSG00000167280	4066
ENHO	ENSG00000168913	4067
ENKD1	ENSG00000124074	4068
ENKUR	ENSG00000151023	4069
ENO1	ENSG00000074800	4070
ENO4	ENSG00000188316	4071
ENOPH1	ENSG00000145293	4072
ENOSF1	ENSG00000132199	4073
ENOX1	ENSG00000120658	4074
ENOX2	ENSG00000165675	4075
ENPEP	ENSG00000138792	4076
ENPP1	ENSG00000197594	4077
ENPP2	ENSG00000136960	4078
ENPP3	ENSG00000154269	4079
ENPP4	ENSG00000001561	4080
ENPP6	ENSG00000164303	4081
ENPP7	ENSG00000182156	4082
ENSA	ENSG00000143420	4083
ENTHD1	ENSG00000176177	4084
ENTPD1	ENSG00000138185	4085
ENTPD2	ENSG00000054179	4086
ENTPD3	ENSG00000168032	4087
ENTPD4	ENSG00000197217	4088
ENTPD5	ENSG00000187097	4089
ENTPD6	ENSG00000197586	4090
ENTPD7	ENSG00000198018	4091
ENTPD8	ENSG00000188833	4092
ENY2	ENSG00000120533	4093
EOGT	ENSG00000163378	4094
EOMES	ENSG00000163508	4095
EP300	ENSG00000100393	4096
EP400	ENSG00000183495	4097
EPAS1	ENSG00000116016	4098
EPB41	ENSG00000159023	4099
EPB41L1	ENSG00000088367	4100
EPB41L2	ENSG00000079819	4101
EPB41L3	ENSG00000082397	4102
EPB41L4A	ENSG00000129595	4103
EPB41L4B	ENSG00000095203	4104
EPB41L5	ENSG00000115109	4105
EPB42	ENSG00000166947	4106
EPC1	ENSG00000120616	4107
EPC2	ENSG00000135999	4108
EPCAM	ENSG00000119888	4109
EPDR1	ENSG00000086289	4110
EPG5	ENSG00000152223	4111
EPGN	ENSG00000182585	4112
EPHA1	ENSG00000146904	4113
EPHA2	ENSG00000142627	4114
EPHA3	ENSG00000044524	4115
EPHA4	ENSG00000116106	4116
EPHA5	ENSG00000145242	4117
EPHA6	ENSG00000080224	4118
EPHA7	ENSG00000135333	4119
EPHA8	ENSG00000070886	4120
EPHA10	ENSG00000183317	4121
EPHB1	ENSG00000154928	4122
EPHB2	ENSG00000133216	4123
EPHB3	ENSG00000182580	4124
EPHB4	ENSG00000196411	4125
EPHB6	ENSG00000106123	4126
EPHX1	ENSG00000143819	4127
EPHX3	ENSG00000105131	4128
EPHX4	ENSG00000172031	4129
EPM2A	ENSG00000112425	4130
EPM2AIP1	ENSG00000178567	4131
EPN2	ENSG00000072134	4132
EPN3	ENSG00000049283	4133
EPO	ENSG00000130427	4134
EPPIN	ENSG00000101448	4135
EPPK1	ENSG00000227184	4136
EPRS	ENSG00000136628	4137
EPS8L1	ENSG00000131037	4138
EPS8L2	ENSG00000177106	4139
EPS8L3	ENSG00000198758	4140
EPS15	ENSG00000085832	4141
EPS15L1	ENSG00000127527	4142
EPSTI1	ENSG00000133106	4143
EPX	ENSG00000121053	4144
EPYC	ENSG00000083782	4145
EQTN	ENSG00000120160	4146
ERAL1	ENSG00000132591	4147
ERAP1	ENSG00000164307	4148
ERAP2	ENSG00000164308	4149
ERAS	ENSG00000187682	4150
ERBB2	ENSG00000141736	4151
ERBB3	ENSG00000065361	4152
ERBB4	ENSG00000178568	4153
ERC1	ENSG00000082805	4154
ERC2	ENSG00000187672	4155
ERCC1	ENSG00000012061	4156
ERCC2	ENSG00000104884	4157
ERCC3	ENSG00000163161	4158
ERCC4	ENSG00000175595	4159
ERCC5	ENSG00000134899	4160
ERCC6	ENSG00000225830	4161
ERCC6L	ENSG00000186871	4162
ERCC6L2	ENSG00000182150	4163
ERCC8	ENSG00000049167	4164
EREG	ENSG00000124882	4165
ERF	ENSG00000105722	4166
ERG	ENSG00000157554	4167
ERGIC1	ENSG00000113719	4168
ERGIC2	ENSG00000087502	4169
ERGIC3	ENSG00000125991	4170
ERH	ENSG00000100632	4171
ERI1	ENSG00000104626	4172
ERI2	ENSG00000196678	4173
ERI3	ENSG00000117419	4174
ERLEC1	ENSG00000068912	4175
ERLIN1	ENSG00000107566	4176
ERLIN2	ENSG00000147475	4177
ERMAP	ENSG00000164010	4178
ERMARD	ENSG00000130023	4179
ERMN	ENSG00000136541	4180
ERMP1	ENSG00000099219	4181
ERN1	ENSG00000178607	4182
ERN2	ENSG00000134398	4183
ERP27	ENSG00000139055	4184
ERP29	ENSG00000089248	4185
ERP44	ENSG00000023318	4186
ERRFI1	ENSG00000116285	4187
ERV3-1	ENSG00000213462	4188
ERVFRD-1	ENSG00000244476	4189
ERVMER34-1	ENSG00000226887	4190
ERVV-1	ENSG00000269526	4191
ERVV-2	ENSG00000268964	4192
ERVW-1	ENSG00000242950	4193
ESAM	ENSG00000149564	4194
ESCO1	ENSG00000141446	4195
ESCO2	ENSG00000171320	4196
ESF1	ENSG00000089048	4197
ESPL1	ENSG00000135476	4198
ESPN	ENSG00000187017	4199
ESPNL	ENSG00000144488	4200
ESR1	ENSG00000091831	4201
ESR2	ENSG00000140009	4202
ESRP1	ENSG00000104413	4203
ESRP2	ENSG00000103067	4204
ESRRA	ENSG00000173153	4205
ESRRB	ENSG00000119715	4206
ESRRG	ENSG00000196482	4207
ESX1	ENSG00000123576	4208
ESYT1	ENSG00000139641	4209
ESYT2	ENSG00000117868	4210
ESYT3	ENSG00000158220	4211
ETAA1	ENSG00000143971	4212
ETF1	ENSG00000120705	4213
ETFA	ENSG00000140374	4214
ETFDH	ENSG00000171503	4215
ETHE1	ENSG00000105755	4216
ETNK1	ENSG00000139163	4217
ETNK2	ENSG00000143845	4218
ETNPPL	ENSG00000164089	4219
ETS1	ENSG00000134954	4220
ETV1	ENSG00000006468	4221
ETV2	ENSG00000105672	4222
ETV3	ENSG00000117036	4223
ETV3L	ENSG00000253831	4224
ETV4	ENSG00000175832	4225
ETV5	ENSG00000244405	4226
ETV6	ENSG00000139083	4227
ETV7	ENSG00000010030	4228
EVA1A	ENSG00000115363	4229
EVA1B	ENSG00000142694	4230
EVA1C	ENSG00000166979	4231
EVC	ENSG00000072840	4232
EVC2	ENSG00000173040	4233
EVI2A	ENSG00000126860	4234
EVI2B	ENSG00000185862	4235
EVI5	ENSG00000067208	4236
EVL	ENSG00000196405	4237
EVPL	ENSG00000167880	4238
EWSR1	ENSG00000182944	4239
EXD1	ENSG00000178997	4240
EXD2	ENSG00000081177	4241
EXD3	ENSG00000187609	4242
EXO1	ENSG00000174371	4243
EXO5	ENSG00000164002	4244
EXOC1	ENSG00000090989	4245
EXOC2	ENSG00000112685	4246
EXOC3	ENSG00000180104	4247
EXOC3L1	ENSG00000179044	4248
EXOC3L2	ENSG00000130201	4249
EXOC3L4	ENSG00000205436	4250
EXOC4	ENSG00000131558	4251
EXOC5	ENSG00000070367	4252
EXOC6	ENSG00000138190	4253
EXOC6B	ENSG00000144036	4254
EXOC7	ENSG00000182473	4255
EXOC8	ENSG00000116903	4256
EXOG	ENSG00000157036	4257
EXOSC1	ENSG00000171311	4258
EXOSC2	ENSG00000130713	4259
EXOSC3	ENSG00000107371	4260
EXOSC4	ENSG00000178896	4261
EXOSC5	ENSG00000077348	4262
EXOSC6	ENSG00000223496	4263
EXOSC7	ENSG00000075914	4264
EXOSC8	ENSG00000120699	4265
EXOSC9	ENSG00000123737	4266
EXOSC10	ENSG00000171824	4267
EXPH5	ENSG00000110723	4268
EXT1	ENSG00000182197	4269
EXT2	ENSG00000151348	4270
EXTL1	ENSG00000158008	4271
EXTL3	ENSG00000012232	4272
EYA1	ENSG00000104313	4273
EYA2	ENSG00000064655	4274
EYA3	ENSG00000158161	4275
EYA4	ENSG00000112319	4276
EYS	ENSG00000188107	4277
EZH1	ENSG00000108799	4278
EZH2	ENSG00000106462	4279
EZR	ENSG00000092820	4280
F2R	ENSG00000181104	4281
F2RL1	ENSG00000164251	4282
F2RL2	ENSG00000164220	4283
F2RL3	ENSG00000127533	4284
F3	ENSG00000117525	4285
F8	ENSG00000185010	4286
F8A1	ENSG00000197932	4287
F9	ENSG00000101981	4288
F11	ENSG00000088926	4289
F11R	ENSG00000158769	4290
F13A1	ENSG00000124491	4291
F13B	ENSG00000143278	4292
FA2H	ENSG00000103089	4293
FAAH	ENSG00000117480	4294
FAAH2	ENSG00000165591	4295
FABP1	ENSG00000163586	4296
FABP2	ENSG00000145384	4297
FABP3	ENSG00000121769	4298
FABP4	ENSG00000170323	4299
FABP5	ENSG00000164687	4300
FABP6	ENSG00000170231	4301
FABP7	ENSG00000164434	4302
FABP9	ENSG00000205186	4303
FADD	ENSG00000168040	4304
FADS1	ENSG00000149485	4305
FADS2	ENSG00000134824	4306
FADS3	ENSG00000221968	4307
FAF1	ENSG00000185104	4308
FAF2	ENSG00000113194	4309
FAHD1	ENSG00000180185	4310
FAHD2A	ENSG00000115042	4311
FAHD2B	ENSG00000144199	4312
FAIM	ENSG00000158234	4313
FAIM2	ENSG00000135472	4314
FAM3A	ENSG00000071889	4315
FAM3B	ENSG00000183844	4316
FAM3C	ENSG00000196937	4317
FAM3D	ENSG00000198643	4318
FAM8A1	ENSG00000137414	4319
FAM9A	ENSG00000183304	4320
FAM9B	ENSG00000177138	4321
FAM9C	ENSG00000187268	4322
FAM13A	ENSG00000138640	4323
FAM13B	ENSG00000031003	4324
FAM13C	ENSG00000148541	4325
FAM19A1	ENSG00000183662	4326
FAM19A2	ENSG00000198673	4327
FAM19A3	ENSG00000184599	4328
FAM19A4	ENSG00000163377	4329
FAM19A5	ENSG00000219438	4330
FAM20A	ENSG00000108950	4331
FAM20B	ENSG00000116199	4332
FAM20C	ENSG00000177706	4333
FAM24A	ENSG00000203795	4334
FAM24B	ENSG00000213185	4335
FAM25A	ENSG00000188100	4336
FAM25C	ENSG00000188279	4337
FAM25G	ENSG00000197910	4338
FAM32A	ENSG00000105058	4339
FAM43A	ENSG00000185112	4340
FAM43B	ENSG00000183114	4341
FAM47A	ENSG00000185448	4342
FAM47B	ENSG00000189132	4343
FAM47E	ENSG00000189157	4344
FAM49A	ENSG00000197872	4345
FAM49B	ENSG00000153310	4346
FAM50A	ENSG00000071859	4347
FAM50B	ENSG00000145945	4348
FAM53A	ENSG00000174137	4349
FAM53B	ENSG00000189319	4350
FAM53C	ENSG00000120709	4351
FAM57A	ENSG00000167695	4352
FAM57B	ENSG00000149926	4353
FAM69A	ENSG00000154511	4354
FAM69B	ENSG00000165716	4355
FAM69C	ENSG00000187773	4356
FAM71A	ENSG00000162771	4357
FAM71B	ENSG00000170613	4358
FAM71C	ENSG00000180219	4359
FAM71D	ENSG00000172717	4360
FAM71E2	ENSG00000180043	4361
FAM71F1	ENSG00000135248	4362
FAM71F2	ENSG00000205085	4363
FAM72A	ENSG00000196550	4364
FAM72B	ENSG00000188610	4365
FAM72C	ENSG00000203817	4366
FAM76A	ENSG00000009780	4367
FAM76B	ENSG00000077458	4368
FAM78A	ENSG00000126882	4369
FAM81A	ENSG00000157470	4370
FAM81B	ENSG00000153347	4371
FAM83A	ENSG00000147689	4372
FAM83B	ENSG00000168143	4373
FAM83C	ENSG00000125998	4374
FAM83D	ENSG00000101447	4375
FAM83E	ENSG00000105523	4376
FAM83G	ENSG00000188522	4377
FAM83H	ENSG00000180921	4378
FAM84A	ENSG00000162981	4379
FAM84B	ENSG00000168672	4380
FAM86B1	ENSG00000186523	4381
FAM86C1	ENSG00000158483	4382
FAM89A	ENSG00000182118	4383
FAM89B	ENSG00000176973	4384
FAM90A1	ENSG00000171847	4385
FAM90A26	ENSG00000229924	4386
FAM91A1	ENSG00000176853	4387
FAM92B	ENSG00000153789	4388
FAM98A	ENSG00000119812	4389
FAM98B	ENSG00000171262	4390
FAM98C	ENSG00000130244	4391
FAM102A	ENSG00000167106	4392
FAM102B	ENSG00000162636	4393
FAM104A	ENSG00000133193	4394
FAM104B	ENSG00000182518	4395
FAM106A	ENSG00000213077	4396
FAM107A	ENSG00000168309	4397
FAM107B	ENSG00000065809	4398
FAM110A	ENSG00000125898	4399
FAM110B	ENSG00000169122	4400
FAM110D	ENSG00000197245	4401
FAM111A	ENSG00000166801	4402
FAM111B	ENSG00000189057	4403
FAM114A1	ENSG00000197712	4404
FAM114A2	ENSG00000055147	4405
FAM117B	ENSG00000138439	4406
FAM118A	ENSG00000100376	4407
FAM118B	ENSG00000197798	4408
FAM120A	ENSG00000048828	4409
FAM120AOS	ENSG00000188938	4410
FAM120B	ENSG00000112584	4411
FAM120C	ENSG00000184083	4412
FAM122A	ENSG00000187866	4413
FAM122B	ENSG00000156504	4414
FAM122C	ENSG00000156500	4415
FAM124A	ENSG00000150510	4416
FAM124B	ENSG00000124019	4417
FAM126A	ENSG00000122591	4418
FAM126B	ENSG00000155744	4419
FAM129A	ENSG00000135842	4420
FAM129B	ENSG00000136830	4421
FAM129C	ENSG00000167483	4422
FAM131A	ENSG00000175182	4423
FAM131B	ENSG00000159784	4424
FAM131C	ENSG00000185519	4425
FAM133A	ENSG00000179083	4426
FAM133B	ENSG00000234545	4427
FAM135A	ENSG00000082269	4428
FAM135B	ENSG00000147724	4429
FAM136A	ENSG00000035141	4430
FAM149A	ENSG00000109794	4431
FAM149B1	ENSG00000138286	4432
FAM151A	ENSG00000162391	4433
FAM151B	ENSG00000152380	4434
FAM153A	ENSG00000170074	4435
FAM153C	ENSG00000204677	4436
FAM155B	ENSG00000130054	4437
FAM156A	ENSG00000182646	4438
FAM156B	ENSG00000179304	4439
FAM160A1	ENSG00000164142	4440
FAM160A2	ENSG00000051009	4441
FAM160B1	ENSG00000151553	4442
FAM160B2	ENSG00000158863	4443
FAM161A	ENSG00000170264	4444
FAM161B	ENSG00000156050	4445
FAM162A	ENSG00000114023	4446
FAM162B	ENSG00000183807	4447
FAM163A	ENSG00000143340	4448
FAM163B	ENSG00000196990	4449
FAM167A	ENSG00000154319	4450
FAM167B	ENSG00000183615	4451
FAM168A	ENSG00000054965	4452
FAM168B	ENSG00000152102	4453
FAM169A	ENSG00000198780	4454
FAM169B	ENSG00000185087	4455
FAM170A	ENSG00000164334	4456
FAM170B	ENSG00000172538	4457
FAM171A1	ENSG00000148468	4458
FAM171A2	ENSG00000161682	4459
FAM171B	ENSG00000144369	4460
FAM172A	ENSG00000113391	4461
FAM173A	ENSG00000103254	4462
FAM173B	ENSG00000150756	4463
FAM174A	ENSG00000174132	4464
FAM174B	ENSG00000185442	4465
FAM177A1	ENSG00000151327	4466
FAM177B	ENSG00000197520	4467
FAM178B	ENSG00000168754	4468
FAM180A	ENSG00000189320	4469
FAM180B	ENSG00000196666	4470
FAM181A	ENSG00000140067	4471
FAM181B	ENSG00000182103	4472
FAM183A	ENSG00000186973	4473
FAM184A	ENSG00000111879	4474
FAM184B	ENSG00000047662	4475
FAM185A	ENSG00000222011	4476
FAM186A	ENSG00000185958	4477
FAM186B	ENSG00000135436	4478
FAM187B	ENSG00000177558	4479
FAM189A1	ENSG00000104059	4480
FAM189A2	ENSG00000135063	4481
FAM189B	ENSG00000160767	4482
FAM192A	ENSG00000172775	4483
FAM193A	ENSG00000125386	4484
FAM193B	ENSG00000146067	4485
FAM198A	ENSG00000144649	4486
FAM198B	ENSG00000164125	4487
FAM199X	ENSG00000123575	4488
FAM200A	ENSG00000221909	4489
FAM200B	ENSG00000237765	4490
FAM204A	ENSG00000165669	4491
FAM205A	ENSG00000205108	4492
FAM206A	ENSG00000119328	4493
FAM207A	ENSG00000160256	4494
FAM208A	ENSG00000163946	4495
FAM208B	ENSG00000108021	4496
FAM209A	ENSG00000124103	4497
FAM209B	ENSG00000213714	4498
FAM210A	ENSG00000177150	4499
FAM210B	ENSG00000124098	4500
FAM213A	ENSG00000122378	4501
FAM213B	ENSG00000157870	4502
FAM214A	ENSG00000047346	4503
FAM214B	ENSG00000005238	4504
FAM216A	ENSG00000204856	4505
FAM216B	ENSG00000179813	4506
FAM217A	ENSG00000145975	4507
FAM217B	ENSG00000196227	4508
FAM218A	ENSG00000250486	4509
FAM219A	ENSG00000164970	4510
FAM219B	ENSG00000178761	4511
FAM220A	ENSG00000178397	4512
FAM221A	ENSG00000188732	4513
FAM221B	ENSG00000204930	4514
FAM222A	ENSG00000139438	4515
FAM222B	ENSG00000173065	4516
FAM227B	ENSG00000166262	4517
FAM228A	ENSG00000186453	4518
FAM229B	ENSG00000203778	4519
FAN1	ENSG00000198690	4520
FANCA	ENSG00000187741	4521
FANCB	ENSG00000181544	4522
FANCC	ENSG00000158169	4523
FANCD2	ENSG00000144554	4524
FANCD2OS	ENSG00000163705	4525
FANCE	ENSG00000112039	4526
FANCF	ENSG00000183161	4527
FANCG	ENSG00000221829	4528
FANCI	ENSG00000140525	4529
FANCL	ENSG00000115392	4530
FANCM	ENSG00000187790	4531
FAP	ENSG00000078098	4532
FAR1	ENSG00000197601	4533
FAR2	ENSG00000064763	4534
FARP1	ENSG00000152767	4535
FARP2	ENSG00000006607	4536
FARS2	ENSG00000145982	4537
FARSA	ENSG00000179115	4538
FARSB	ENSG00000116120	4539
FAS	ENSG00000026103	4540
FASLG	ENSG00000117560	4541
FASN	ENSG00000169710	4542
FASTK	ENSG00000164896	4543
FASTKD1	ENSG00000138399	4544
FASTKD2	ENSG00000118246	4545
FASTKD3	ENSG00000124279	4546
FASTKD5	ENSG00000215251	4547
FAT1	ENSG00000083857	4548
FAT2	ENSG00000086570	4549
FAT3	ENSG00000165323	4550
FAT4	ENSG00000196159	4551
FATE1	ENSG00000147378	4552
FAU	ENSG00000149806	4553
FAXC	ENSG00000146267	4554
FAXDC2	ENSG00000170271	4555
FBF1	ENSG00000188878	4556
FBL	ENSG00000105202	4557
FBLIM1	ENSG00000162458	4558
FBLL1	ENSG00000188573	4559
FBLN1	ENSG00000077942	4560
FBLN5	ENSG00000140092	4561
FBLN7	ENSG00000144152	4562
FBN1	ENSG00000166147	4563
FBN2	ENSG00000138829	4564
FBP1	ENSG00000165140	4565
FBRS	ENSG00000156860	4566
FBRSL1	ENSG00000112787	4567
FBXL2	ENSG00000153558	4568
FBXL3	ENSG00000005812	4569
FBXL4	ENSG00000112234	4570
FBXL5	ENSG00000118564	4571
FBXL6	ENSG00000182325	4572
FBXL7	ENSG00000183580	4573
FBXL8	ENSG00000135722	4574
FBXL12	ENSG00000127452	4575
FBXL13	ENSG00000161040	4576
FBXL14	ENSG00000171823	4577
FBXL15	ENSG00000107872	4578
FBXL16	ENSG00000127585	4579
FBXL17	ENSG00000145743	4580
FBXL18	ENSG00000155034	4581
FBXL19	ENSG00000099364	4582
FBXL20	ENSG00000108306	4583
FBXL21	ENSG00000164616	4584
FBXL22	ENSG00000197361	4585
FBXO2	ENSG00000116661	4586
FBXO3	ENSG00000110429	4587
FBXO4	ENSG00000151876	4588
FBXO5	ENSG00000112029	4589
FBXO6	ENSG00000116663	4590
FBXO7	ENSG00000100225	4591
FBXO8	ENSG00000164117	4592
FBXO9	ENSG00000112146	4593
FBXO10	ENSG00000147912	4594
FBXO11	ENSG00000138081	4595
FBXO15	ENSG00000141665	4596
FBXO16	ENSG00000214050	4597
FBXO17	ENSG00000269190	4598
FBXO21	ENSG00000135108	4599
FBXO22	ENSG00000167196	4600
FBXO24	ENSG00000106336	4601
FBXO25	ENSG00000147364	4602
FBXO27	ENSG00000161243	4603
FBXO28	ENSG00000143756	4604
FBXO30	ENSG00000118496	4605
FBXO31	ENSG00000103264	4606
FBXO32	ENSG00000156804	4607
FBXO33	ENSG00000165355	4608
FBXO34	ENSG00000178974	4609
FBXO36	ENSG00000153832	4610
FBXO38	ENSG00000145868	4611
FBXO39	ENSG00000177294	4612
FBXO40	ENSG00000163833	4613
FBXO41	ENSG00000163013	4614
FBXO42	ENSG00000037637	4615
FBXO43	ENSG00000156509	4616
FBXO44	ENSG00000132879	4617
FBXO45	ENSG00000174013	4618
FBXO46	ENSG00000177051	4619
FBXW2	ENSG00000119402	4620
FBXW4	ENSG00000107829	4621
FBXW5	ENSG00000159069	4622
FBXW7	ENSG00000109670	4623
FBXW8	ENSG00000174989	4624
FBXW9	ENSG00000132004	4625
FBXW10	ENSG00000171931	4626
FBXW11	ENSG00000072803	4627
