Gene	Gene_ID	index
Fbs1	ENSG00000116661	4586
Fbg1	ENSG00000116661	4586
FBX3	ENSG00000110429	4587
FBA	ENSG00000110429	4587
FBX4	ENSG00000151876	4588
FBX5	ENSG00000112029	4589
Fbxo31	ENSG00000112029	4589
EMI1	ENSG00000112029	4589
FBX6	ENSG00000116663	4590
FBG2	ENSG00000116663	4590
FBS2	ENSG00000116663	4590
Fbx6b	ENSG00000116663	4590
FBX7	ENSG00000100225	4591
Fbx	ENSG00000100225	4591
PARK15	ENSG00000100225	4591
FBX8	ENSG00000164117	4592
FBX9	ENSG00000112146	4593
NY-REN-57	ENSG00000112146	4593
FBX10	ENSG00000147912	4594
FBX11	ENSG00000138081	4595
UBR6	ENSG00000138081	4595
MGC39671	ENSG00000141665	4596
FBX15	ENSG00000141665	4596
FBX16	ENSG00000214050	4597
FBXO26	ENSG00000269190	4598
FBG4	ENSG00000269190	4598
FLJ25205	ENSG00000269190	4598
MGC9379	ENSG00000269190	4598
FLJ11798	ENSG00000269190	4598
Fbx17	ENSG00000269190	4598
FBX21	ENSG00000135108	4599
KIAA0875	ENSG00000135108	4599
FBX22	ENSG00000167196	4600
FISTC1	ENSG00000167196	4600
FBX24	ENSG00000106336	4601
FBX25	ENSG00000147364	4602
Fbg5	ENSG00000161243	4603
Fbx27	ENSG00000161243	4603
FLJ10766	ENSG00000143756	4604
KIAA0483	ENSG00000143756	4604
Fbx28	ENSG00000143756	4604
CENP-30	ENSG00000143756	4604
MGC21674	ENSG00000118496	4605
Fbx30	ENSG00000118496	4605
FBX14	ENSG00000103264	4606
FBXO14	ENSG00000103264	4606
Fbx31	ENSG00000103264	4606
MGC15419	ENSG00000103264	4606
MAFbx	ENSG00000156804	4607
ATROGIN1	ENSG00000156804	4607
Fbx32	ENSG00000156804	4607
Fbx33	ENSG00000165355	4608
FLJ20725	ENSG00000178974	4609
Fbx34	ENSG00000178974	4609
Fbx36	ENSG00000153832	4610
FLJ37592	ENSG00000153832	4610
MOKA	ENSG00000145868	4611
SP329	ENSG00000145868	4611
FLJ13962	ENSG00000145868	4611
Fbx38	ENSG00000145868	4611
MGC35179	ENSG00000177294	4612
Fbx39	ENSG00000177294	4612
CT144	ENSG00000177294	4612
KIAA1195	ENSG00000163833	4613
Fbx40	ENSG00000163833	4613
KIAA1940	ENSG00000163013	4614
Fbx41	ENSG00000163013	4614
KIAA1332	ENSG00000037637	4615
Fbx42	ENSG00000037637	4615
Fbx43	ENSG00000156509	4616
FBX30	ENSG00000132879	4617
FBG3	ENSG00000132879	4617
MGC14140	ENSG00000132879	4617
Fbxo6a	ENSG00000132879	4617
Fbx44	ENSG00000132879	4617
Fbx45	ENSG00000174013	4618
FBXO34L	ENSG00000177051	4619
20D7-FC4	ENSG00000177051	4619
Fbx46	ENSG00000177051	4619
FBW2	ENSG00000119402	4620
Md6	ENSG00000119402	4620
Fwd2	ENSG00000119402	4620
SHFM3	ENSG00000107829	4621
Fbw4	ENSG00000107829	4621
dactylin	ENSG00000107829	4621
DKFZP434B205	ENSG00000159069	4622
MGC20962	ENSG00000159069	4622
Fbw5	ENSG00000159069	4622
AGO	ENSG00000109670	4623
FLJ11071	ENSG00000109670	4623
SEL-10	ENSG00000109670	4623
SEL10	ENSG00000109670	4623
FBW7	ENSG00000109670	4623
CDC4	ENSG00000109670	4623
FBXW6	ENSG00000109670	4623
FBXO29	ENSG00000174989	4624
FBX29	ENSG00000174989	4624
FBW6	ENSG00000174989	4624
FBW8	ENSG00000174989	4624
MGC10870	ENSG00000132004	4625
Fbw9	ENSG00000132004	4625
C17orf1	ENSG00000171931	4626
C17orf1A	ENSG00000171931	4626
SM2SH2	ENSG00000171931	4626
Fbw10	ENSG00000171931	4626
FBXW1B	ENSG00000072803	4627
KIAA0696	ENSG00000072803	4627
Fbw1b	ENSG00000072803	4627
BTRCP2	ENSG00000072803	4627
BTRC2	ENSG00000072803	4627
Hos	ENSG00000072803	4627
Fbw11	ENSG00000072803	4627
FBXO35	ENSG00000164049	4628
Fbw12	ENSG00000164049	4628
FKSG87	ENSG00000162897	4629
FCA/MR	ENSG00000162897	4629
CD351	ENSG00000162897	4629
CD89	ENSG00000186431	4630
FCE1A	ENSG00000179639	4631
CD23A	ENSG00000104921	4632
FCE2	ENSG00000104921	4632
CLEC4J	ENSG00000104921	4632
CD23	ENSG00000104921	4632
C14orf111	ENSG00000119616	4633
CGI-35	ENSG00000119616	4633
Bka	ENSG00000119616	4633
UTP24	ENSG00000119616	4633
FC(GAMMA)BP	ENSG00000090920	4634
CD64	ENSG00000150337	4635
CD64A	ENSG00000150337	4635
CD64b	ENSG00000198019	4636
FCG2	ENSG00000143226	4637
FCGR2A1	ENSG00000143226	4637
FCGR2	ENSG00000143226	4637
CD32	ENSG00000143226	4637
CD32A	ENSG00000143226	4637
IGFR2	ENSG00000143226	4637
CDw32	ENSG00000143226	4637
CD32B	ENSG00000072694	4638
hFcRII-C	ENSG00000244682	4639
CD32C	ENSG00000244682	4639
FCGR3	ENSG00000203747	4640
FCG3	ENSG00000203747	4640
CD16	ENSG00000203747	4640
CD16a	ENSG00000203747	4640
CD16b	ENSG00000162747	4641
FCRN	ENSG00000104870	4642
alpha-chain	ENSG00000104870	4642
KIAA0290	ENSG00000130475	4643
FLJ00007	ENSG00000197948	4644
SH3MD3	ENSG00000137478	4645
KIAA0769	ENSG00000137478	4645
FCNM	ENSG00000085265	4646
P35	ENSG00000160339	4647
FCNL	ENSG00000160339	4647
EBP-37	ENSG00000160339	4647
ficolin-2	ENSG00000160339	4647
FCNH	ENSG00000142748	4648
HAKA1	ENSG00000142748	4648
FCRH1	ENSG00000163534	4649
IRTA5	ENSG00000163534	4649
IFGP1	ENSG00000163534	4649
CD307a	ENSG00000163534	4649
SPAP1	ENSG00000132704	4650
FCRH2	ENSG00000132704	4650
IRTA4	ENSG00000132704	4650
CD307b	ENSG00000132704	4650
FCRH3	ENSG00000160856	4651
IRTA3	ENSG00000160856	4651
IFGP3	ENSG00000160856	4651
SPAP2a	ENSG00000160856	4651
SPAP2	ENSG00000160856	4651
SPAP2b	ENSG00000160856	4651
SPAP2c	ENSG00000160856	4651
SPAP2d	ENSG00000160856	4651
SPAP2e	ENSG00000160856	4651
CD307c	ENSG00000160856	4651
FCRH4	ENSG00000163518	4652
IRTA1	ENSG00000163518	4652
IGFP2	ENSG00000163518	4652
CD307d	ENSG00000163518	4652
FCRH5	ENSG00000143297	4653
IRTA2	ENSG00000143297	4653
BXMAS1	ENSG00000143297	4653
CD307e	ENSG00000143297	4653
IFGP6	ENSG00000181036	4654
FLJ16056	ENSG00000181036	4654
FcRH6	ENSG00000181036	4654
FCRLM1	ENSG00000132185	4655
MGC4595	ENSG00000132185	4655
FCRLc2	ENSG00000132185	4655
FCRLb	ENSG00000132185	4655
FCRLc1	ENSG00000132185	4655
FCRLd	ENSG00000132185	4655
FCRLe	ENSG00000132185	4655
FCRL	ENSG00000132185	4655
FCRLa	ENSG00000132185	4655
FREB	ENSG00000132185	4655
FCRLX	ENSG00000132185	4655
FCRLM2	ENSG00000162746	4656
FLJ31052	ENSG00000162746	4656
FREB-2	ENSG00000162746	4656
FCRLY	ENSG00000162746	4656
C4orf7	ENSG00000181617	4657
FDC-SP	ENSG00000181617	4657
FDX	ENSG00000137714	4658
ADX	ENSG00000137714	4658
LOC91893	ENSG00000255561	4659
hCG_2033039	ENSG00000255561	4659
ADXR	ENSG00000161513	4660
KIAA1785	ENSG00000145780	4661
EUROIMAGE686608	ENSG00000145780	4661
EUROIMAGE783647	ENSG00000145780	4661
RAD2	ENSG00000168496	4662
FEN-1	ENSG00000168496	4662
MF1	ENSG00000168496	4662
TYK3	ENSG00000151422	4663
PPP1R74	ENSG00000151422	4663
DKFZp434I0121	ENSG00000249715	4664
C8ORFK23	ENSG00000214814	4665
NATO3	ENSG00000146618	4666
N-TWIST	ENSG00000146618	4666
bHLHa31	ENSG00000146618	4666
C20orf42	ENSG00000101311	4667
FLJ20116	ENSG00000101311	4667
URP1	ENSG00000101311	4667
KIND1	ENSG00000101311	4667
UNC112A	ENSG00000101311	4667
PLEKHC1	ENSG00000073712	4668
mig-2	ENSG00000073712	4668
KIND2	ENSG00000073712	4668
UNC112B	ENSG00000073712	4668
URP2	ENSG00000149781	4669
KIND3	ENSG00000149781	4669
MIG2B	ENSG00000149781	4669
MGC10966	ENSG00000149781	4669
MIG-2	ENSG00000149781	4669
UNC112C	ENSG00000149781	4669
FPS	ENSG00000182511	4670
Pet-1	ENSG00000163497	4671
UNC-76	ENSG00000149557	4672
ZNF312B	ENSG00000128610	4673
ZNF312	ENSG00000153266	4674
FLJ10142	ENSG00000153266	4674
FKSG36	ENSG00000153266	4674
TOF	ENSG00000153266	4674
FEZL	ENSG00000153266	4674
Zfp312	ENSG00000153266	4674
GPR40	ENSG00000126266	4675
FFA1R	ENSG00000126266	4675
GPR43	ENSG00000126262	4676
FFA2R	ENSG00000126262	4676
GPR41	ENSG00000185897	4677
FFA3R	ENSG00000185897	4677
GPR129	ENSG00000186188	4678
GPR120	ENSG00000186188	4678
O3FAR1	ENSG00000186188	4678
PGR4	ENSG00000186188	4678
FGDY	ENSG00000102302	4679
ZFYVE3	ENSG00000102302	4679
ZFYVE4	ENSG00000146192	4680
FLJ00004	ENSG00000127084	4681
ZFYVE5	ENSG00000127084	4681
FRABP	ENSG00000139132	4682
frabin	ENSG00000139132	4682
ZFYVE6	ENSG00000139132	4682
CMT4H	ENSG00000139132	4682
ZFYVE23	ENSG00000154783	4683
FLJ39957	ENSG00000154783	4683
FLJ00274	ENSG00000154783	4683
ZFYVE24	ENSG00000180263	4684
FLJ11183	ENSG00000180263	4684
FGFA	ENSG00000113578	4685
AFGF	ENSG00000113578	4685
ECGF	ENSG00000113578	4685
ECGFA	ENSG00000113578	4685
ECGFB	ENSG00000113578	4685
HBGF1	ENSG00000113578	4685
ECGF-beta	ENSG00000113578	4685
FGF-alpha	ENSG00000113578	4685
GLIO703	ENSG00000113578	4685
FGFB	ENSG00000138685	4686
INT2	ENSG00000186895	4687
HBGF-3	ENSG00000186895	4687
HSTF1	ENSG00000075388	4688
K-FGF	ENSG00000075388	4688
HBGF-4	ENSG00000075388	4688
HST	ENSG00000075388	4688
HST-1	ENSG00000075388	4688
KFGF	ENSG00000075388	4688
KGF	ENSG00000140285	4689
AIGF	ENSG00000107831	4690
FHF3	ENSG00000161958	4691
FLJ16061	ENSG00000161958	4691
MGC45269	ENSG00000161958	4691
MGC102953	ENSG00000161958	4691
FGF12B	ENSG00000114279	4692
FHF1	ENSG00000114279	4692
FHF2	ENSG00000129682	4693
FHF4	ENSG00000102466	4694
SCA27	ENSG00000102466	4694
MF4	ENSG00000196468	4695
FGF-13	ENSG00000158815	4696
FGF-18	ENSG00000156427	4697
ZFGF5	ENSG00000156427	4697
HBP17	ENSG00000137440	4698
FGFBP	ENSG00000137440	4698
KSP37	ENSG00000137441	4699
C10orf13	ENSG00000174721	4700
MGC39320	ENSG00000174721	4700
FLT2	ENSG00000077782	4701
KAL2	ENSG00000077782	4701
H2	ENSG00000077782	4701
H3	ENSG00000077782	4701
H5	ENSG00000077782	4701
CEK	ENSG00000077782	4701
BFGFR	ENSG00000077782	4701
N-SAM	ENSG00000077782	4701
CD331	ENSG00000077782	4701
DKFZp564O1863	ENSG00000111790	4703
KGFR	ENSG00000066468	4704
BEK	ENSG00000066468	4704
CFD1	ENSG00000066468	4704
JWS	ENSG00000066468	4704
CEK3	ENSG00000066468	4704
TK14	ENSG00000066468	4704
TK25	ENSG00000066468	4704
ECT1	ENSG00000066468	4704
K-SAM	ENSG00000066468	4704
CD332	ENSG00000066468	4704
ACH	ENSG00000068078	4705
CEK2	ENSG00000068078	4705
JTK4	ENSG00000068078	4705
CD333	ENSG00000068078	4705
JTK2	ENSG00000160867	4706
CD334	ENSG00000160867	4706
FLJ10986	ENSG00000172456	4707
HFREP-1	ENSG00000104760	4708
pT49	ENSG00000127951	4709
T49	ENSG00000127951	4709
SRC2	ENSG00000000938	4710
c-fgr	ENSG00000000938	4710
p55c-fgr	ENSG00000000938	4710
fumarase	ENSG00000091483	4711
KIAA1937	ENSG00000142621	4712
KIAA1727	ENSG00000137460	4713
FRA3B	ENSG00000189283	4714
SLIM1	ENSG00000022267	4715
KYO-T	ENSG00000022267	4715
bA535K18.1	ENSG00000022267	4715
FHL1B	ENSG00000022267	4715
XMPMA	ENSG00000022267	4715
FLH1A	ENSG00000022267	4715
MGC111107	ENSG00000022267	4715
SLIM3	ENSG00000115641	4716
DRAL	ENSG00000115641	4716
SLIM2	ENSG00000183386	4717
FLJ33049	ENSG00000112214	4718
dJ393D12.2	ENSG00000112214	4718
FHOS	ENSG00000135723	4719
FHOS2	ENSG00000134775	4720
KIAA1695	ENSG00000134775	4720
FLJ22297	ENSG00000134775	4720
FLJ22717	ENSG00000134775	4720
FLJ14810	ENSG00000130720	4721
MGC24932	ENSG00000176971	4722
FGFIBP	ENSG00000172500	4723
HYPE	ENSG00000198855	4724
HIP13	ENSG00000198855	4724
KIAA0274	ENSG00000112367	4725
SAC3	ENSG00000112367	4725
hSac3	ENSG00000112367	4725
dJ249I4.1	ENSG00000112367	4725
ALS11	ENSG00000112367	4725
CMT4J	ENSG00000112367	4725
bHLHc8	ENSG00000183733	4726
FILIP	ENSG00000118407	4727
KIAA1275	ENSG00000118407	4727
DOC-1	ENSG00000168386	4728
GIP130	ENSG00000168386	4728
DKFZp586K0717	ENSG00000145216	4729
FIP1	ENSG00000145216	4729
TTC11	ENSG00000214253	4730
CGI-135	ENSG00000214253	4730
H_NH0132A01.6	ENSG00000214253	4730
Fis1	ENSG00000214253	4730
FIT1	ENSG00000139914	4731
C20orf142	ENSG00000197296	4732
dJ881L22.2	ENSG00000197296	4732
FIT2	ENSG00000197296	4732
FLJ14768	ENSG00000179943	4733
ZNF798	ENSG00000179943	4733
FLJ22416	ENSG00000179431	4734
FLJ25593	ENSG00000179431	4734
FKBP1	ENSG00000088832	4735
FKBP-12	ENSG00000088832	4735
FKBP12	ENSG00000088832	4735
PKC12	ENSG00000088832	4735
PPIASE	ENSG00000088832	4735
FKBP12C	ENSG00000088832	4735
FKBP1L	ENSG00000119782	4736
OTK4	ENSG00000119782	4736
FKBP12.6	ENSG00000119782	4736
PPIase	ENSG00000119782	4736
FKBP-13	ENSG00000173486	4737
FKBP-25	ENSG00000100442	4738
FKBP59	ENSG00000004478	4739
FKBP52	ENSG00000004478	4739
FKBP51	ENSG00000096060	4740
FKBP54	ENSG00000096060	4740
P54	ENSG00000096060	4740
Ptg-10	ENSG00000096060	4740
FKBP36	ENSG00000077800	4741
FKBP23	ENSG00000079150	4742
FKBP38	ENSG00000105701	4743
FKBPr38	ENSG00000105701	4743
FKBP60	ENSG00000122642	4744
FKBP63	ENSG00000122642	4744
hFKBP65	ENSG00000141756	4745
FLJ22041	ENSG00000141756	4745
FLJ20683	ENSG00000141756	4745
FLJ23833	ENSG00000141756	4745
FKBP19	ENSG00000134285	4746
FLJ20731	ENSG00000106080	4747
FKBP22	ENSG00000106080	4747
KIAA0674	ENSG00000119321	4748
PPP1R76	ENSG00000119321	4748
FKBP133	ENSG00000119321	4748
WAFL	ENSG00000119321	4748
DIR1	ENSG00000204315	4749
NG7	ENSG00000204315	4749
WISp39	ENSG00000204315	4749
LGMD2I	ENSG00000181027	4750
MDC1C	ENSG00000181027	4750
FCMD	ENSG00000106692	4751
LGMD2M	ENSG00000106692	4751
PP591	ENSG00000160688	4752
BHD	ENSG00000154803	4753
MGC17998	ENSG00000154803	4753
MGC23445	ENSG00000154803	4753
IFPS	ENSG00000143520	4754
SIC-1	ENSG00000151702	4755
FLI	ENSG00000177731	4756
FLIL	ENSG00000177731	4756
Fli1	ENSG00000177731	4756
MGC39265	ENSG00000177731	4756
FLN1	ENSG00000196924	4757
FLN	ENSG00000196924	4757
OPD2	ENSG00000196924	4757
OPD1	ENSG00000196924	4757
ABP-280	ENSG00000196924	4757
FLN1L	ENSG00000136068	4758
LRS1	ENSG00000136068	4758
TAP	ENSG00000136068	4758
TABP	ENSG00000136068	4758
ABP-278	ENSG00000136068	4758
FH1	ENSG00000136068	4758
FLN2	ENSG00000128591	4759
ABPL	ENSG00000128591	4759
M17S1	ENSG00000132589	4760
ESA1	ENSG00000132589	4760
ECS-1	ENSG00000132589	4760
ECS1	ENSG00000132589	4760
MGC21624	ENSG00000126500	4761
SPG68	ENSG00000126500	4761
FLT	ENSG00000102755	4762
VEGFR1	ENSG00000102755	4762
FLK2	ENSG00000122025	4763
CD135	ENSG00000122025	4763
VEGFR3	ENSG00000037280	4764
PCL	ENSG00000037280	4764
AXPC1	ENSG00000162769	4765
FLVCR	ENSG00000162769	4765
MFSD7B	ENSG00000162769	4765
PCA	ENSG00000162769	4765
C14orf58	ENSG00000119686	4766
FLJ20371	ENSG00000119686	4766
MFSD7C	ENSG00000119686	4766
DKFZp761A132	ENSG00000059122	4767
FMN	ENSG00000248905	4768
DKFZP686C2281	ENSG00000248905	4768
FLJ45135	ENSG00000248905	4768
MGC125288	ENSG00000248905	4768
MGC125289	ENSG00000248905	4768
C17orf1B	ENSG00000184922	4769
FMNL	ENSG00000184922	4769
FHOD2	ENSG00000157827	4770
KIAA1902	ENSG00000157827	4770
DKFZp762B245	ENSG00000161791	4771
MGC45819	ENSG00000161791	4771
WBP3	ENSG00000161791	4771
SLRR2E	ENSG00000122176	4773
POF1	ENSG00000102081	4774
FMRP	ENSG00000102081	4774
FRAXA	ENSG00000102081	4774
MGC87458	ENSG00000102081	4774
FLJ25736	ENSG00000176988	4775
NY-SAR-35	ENSG00000176988	4775
CT37	ENSG00000176988	4775
MSF	ENSG00000115414	4776
CIG	ENSG00000115414	4776
LETS	ENSG00000115414	4776
GFND2	ENSG00000115414	4776
FINC	ENSG00000115414	4776
FLJ12171	ENSG00000141560	4777
FN3KL	ENSG00000141560	4777
FBP17	ENSG00000187239	4778
KIAA0554	ENSG00000187239	4778
C1orf39	ENSG00000137942	4779
TOCA1	ENSG00000137942	4779
FLJ20275	ENSG00000137942	4779
KIAA1014	ENSG00000109920	4780
FNDC2	ENSG00000164694	4781
bA243O10.1	ENSG00000164694	4781
KIAA1866	ENSG00000164694	4781
dJ322A24.1	ENSG00000164694	4781
FNDC3	ENSG00000102531	4782
bA203I16.5	ENSG00000102531	4782
KIAA0970	ENSG00000102531	4782
FAD104	ENSG00000075420	4783
DKFZp762K137	ENSG00000075420	4783
FLJ23399	ENSG00000075420	4783
PRO4979	ENSG00000075420	4783
YVTM2421	ENSG00000075420	4783
FLJ22362	ENSG00000115226	4784
FRCP1	ENSG00000115226	4784
FRCP2	ENSG00000160097	4785
FLJ35838	ENSG00000143107	4786
DKFZp434H2215	ENSG00000073598	4787
C5orf40	ENSG00000172568	4788
MGC27121	ENSG00000172568	4788
KIAA1961	ENSG00000217128	4789
KIAA1450	ENSG00000052795	4790
FNIPL	ENSG00000052795	4790
MAPO1	ENSG00000052795	4790
FPTA	ENSG00000168522	4791
PGGT1A	ENSG00000168522	4791
PTAR2	ENSG00000168522	4791
FPTB	ENSG00000257365	4792
KIAA1797	ENSG00000188352	4793
FLJ20375	ENSG00000188352	4793
FOLH	ENSG00000086205	4794
PSM	ENSG00000086205	4794
PSMA	ENSG00000086205	4794
NAALAD1	ENSG00000086205	4794
NAALAdase	ENSG00000086205	4794
GCP2	ENSG00000086205	4794
GCPII	ENSG00000086205	4794
FOLR	ENSG00000110195	4795
FR-G	ENSG00000110203	4796
C16orf63	ENSG00000133393	4797
DKFZp686N1651	ENSG00000133393	4797
FLJ31153	ENSG00000133393	4797
PHSECRG2	ENSG00000133393	4797
FOR20	ENSG00000133393	4797
c-fos	ENSG00000170345	4798
AP-1	ENSG00000170345	4798
G0S3	ENSG00000125740	4799
GOSB	ENSG00000125740	4799
GOS3	ENSG00000125740	4799
MGC42291	ENSG00000125740	4799
DKFZp686C0818	ENSG00000125740	4799
fra-1	ENSG00000175592	4800
FRA2	ENSG00000075426	4801
FLJ23306	ENSG00000075426	4801
HNF3A	ENSG00000129514	4802
HNF3B	ENSG00000125798	4803
HNF3G	ENSG00000170608	4804
HFKH-5	ENSG00000171956	4805
FKH5	ENSG00000171956	4805
bA159H20.4	ENSG00000204612	4806
FKHL7	ENSG00000054598	4807
IRID1	ENSG00000054598	4807
FREAC3	ENSG00000054598	4807
IGDA	ENSG00000054598	4807
IHG1	ENSG00000054598	4807
FKHL14	ENSG00000176692	4808
MFH-1	ENSG00000176692	4808
FKHL8	ENSG00000251493	4809
FREAC4	ENSG00000251493	4809
FKHL17	ENSG00000186564	4810
FREAC9	ENSG00000186564	4810
Genesis	ENSG00000187140	4811
HFH2	ENSG00000187140	4811
FKHL9	ENSG00000170122	4812
FREAC5	ENSG00000170122	4812
FOXD4a	ENSG00000170122	4812
FOXD5	ENSG00000184492	4813
OTTHUMG00000019959	ENSG00000187559	4814
FOXD6	ENSG00000187559	4814
bA460E7.2	ENSG00000184659	4815
OTTHUMG00000013337	ENSG00000184659	4815
OTTHUMG00000066752	ENSG00000184659	4815
bA15J10.2	ENSG00000204779	4816
OTTHUMG00000013332	ENSG00000204779	4816
OTTHUMG00000066822	ENSG00000204793	4817
FKHL15	ENSG00000178919	4818
TITF2	ENSG00000178919	4818
FOXE2	ENSG00000178919	4818
TTF-2	ENSG00000178919	4818
HFKH4	ENSG00000178919	4818
FKHL12	ENSG00000186790	4819
FREAC8	ENSG00000186790	4819
FKHL5	ENSG00000103241	4820
FREAC1	ENSG00000103241	4820
FKHL6	ENSG00000137273	4821
FREAC2	ENSG00000137273	4821
FKHL2	ENSG00000176165	4822
FOXG1B	ENSG00000176165	4822
FKHL4	ENSG00000176165	4822
FKH2	ENSG00000176165	4822
FKHL1	ENSG00000176165	4822
FOXG1C	ENSG00000176165	4822
FKHL3	ENSG00000176165	4822
FOXG1A	ENSG00000176165	4822
HFK2	ENSG00000176165	4822
QIN	ENSG00000176165	4822
BF1	ENSG00000176165	4822
HFK1	ENSG00000176165	4822
HFK3	ENSG00000176165	4822
HBF-3	ENSG00000176165	4822
FAST1	ENSG00000160973	4823
FKHL10	ENSG00000168269	4824
FREAC6	ENSG00000168269	4824
FLJ46831	ENSG00000186766	4825
FKHL13	ENSG00000129654	4826
HFH-4	ENSG00000129654	4826
HFH4	ENSG00000129654	4826
FHX	ENSG00000065970	4827
KIAA1041	ENSG00000198815	4828
IMAGE:5164497	ENSG00000164916	4829
ILF	ENSG00000141568	4830
ILF1	ENSG00000141568	4830
FKHL11	ENSG00000176678	4831
FREAC7	ENSG00000176678	4831
FKH6	ENSG00000176678	4831
BPES	ENSG00000183770	4832
BPES1	ENSG00000183770	4832
FKHL16	ENSG00000111206	4833
HFH-11	ENSG00000111206	4833
trident	ENSG00000111206	4833
HNF-3	ENSG00000111206	4833
INS-1	ENSG00000111206	4833
MPHOSPH2	ENSG00000111206	4833
TGT3	ENSG00000111206	4833
WHN	ENSG00000109101	4834
RONU	ENSG00000109101	4834
FKHL20	ENSG00000109101	4834
HTLF	ENSG00000170802	4835
C14orf116	ENSG00000053254	4836
CHES1	ENSG00000053254	4836
FKHR	ENSG00000150907	4837
FOXO1A	ENSG00000150907	4837
FKH1	ENSG00000150907	4837
FKHRL1	ENSG00000118689	4838
FOXO3A	ENSG00000118689	4838
AF6q21	ENSG00000118689	4838
FOXO2	ENSG00000118689	4838
MLLT7	ENSG00000184481	4839
AFX1	ENSG00000184481	4839
QRF1	ENSG00000114861	4840
12CC4	ENSG00000114861	4840
HSPC215	ENSG00000114861	4840
hFKH1B	ENSG00000114861	4840
TNRC10	ENSG00000128573	4841
SPCH1	ENSG00000128573	4841
CAGH44	ENSG00000128573	4841
IPEX	ENSG00000049768	4842
JM2	ENSG00000049768	4842
XPID	ENSG00000049768	4842
AIID	ENSG00000049768	4842
PIDX	ENSG00000049768	4842
DIETER	ENSG00000049768	4842
SCURFIN	ENSG00000049768	4842
FLJ40908	ENSG00000137166	4843
HFH1	ENSG00000164379	4844
DLNB13	ENSG00000176302	4845
FOXN5	ENSG00000176302	4845
MGC21658	ENSG00000189299	4846
FOXN6	ENSG00000189299	4846
H17	ENSG00000110074	4847
FLJ23322	ENSG00000100350	4848
ERFAD	ENSG00000100350	4848
FKHL18	ENSG00000179772	4849
FREAC10	ENSG00000179772	4849
GFPP	ENSG00000254685	4850
FPR	ENSG00000171051	4851
FMLP	ENSG00000171051	4851
FPRL1	ENSG00000171049	4852
LXA4R	ENSG00000171049	4852
HM63	ENSG00000171049	4852
FPRH2	ENSG00000171049	4852
FMLPX	ENSG00000171049	4852
FPR2A	ENSG00000171049	4852
FMLP-R-II	ENSG00000171049	4852
ALXR	ENSG00000171049	4852
FPRL2	ENSG00000187474	4853
FPRH1	ENSG00000187474	4853
FMLPY	ENSG00000187474	4853
RMLP-R-I	ENSG00000187474	4853
C10orf4	ENSG00000148690	4854
FLJ22031	ENSG00000138759	4855
FLJ14927	ENSG00000138759	4855
KIAA1500	ENSG00000138759	4855
C9orf154	ENSG00000164946	4856
FLJ25461	ENSG00000164946	4856
C9orf145	ENSG00000164946	4856
C9orf143	ENSG00000164946	4856
DKFZp686M16108	ENSG00000164946	4856
TILRR	ENSG00000164946	4856
DKFZp686J0811	ENSG00000150893	4857
FSG1	ENSG00000109536	4858
FRG1A	ENSG00000109536	4858
FRG2A	ENSG00000205097	4859
PTK5	ENSG00000111816	4860
RAK	ENSG00000111816	4860
GTK	ENSG00000111816	4860
FLJ00181	ENSG00000153303	4861
DKFZp434O0117	ENSG00000153303	4861
FLJ40260	ENSG00000153303	4861
FLJ22615	ENSG00000153303	4861
bA164L23.1	ENSG00000153303	4861
EPB41L4O	ENSG00000172159	4862
MGC20553	ENSG00000172159	4862
FRMD4	ENSG00000151474	4863
FLJ10210	ENSG00000151474	4863
KIAA1294	ENSG00000151474	4863
bA295P9.4	ENSG00000151474	4863
KIAA1013	ENSG00000114541	4864
GRSP1	ENSG00000114541	4864
MGC14161	ENSG00000171877	4865
C14orf31	ENSG00000139926	4866
MGC17921	ENSG00000139926	4866
willin	ENSG00000139926	4866
EX1	ENSG00000139926	4866
NYS	ENSG00000165694	4867
NYS1	ENSG00000165694	4867
FLJ43346	ENSG00000165694	4867
FLJ90369	ENSG00000126391	4868
FKSG44	ENSG00000126391	4868
KIAA0967	ENSG00000070601	4869
FRMD2	ENSG00000070601	4869
PDZD5C	ENSG00000170324	4870
PDZK5C	ENSG00000170324	4870
MGC35285	ENSG00000170324	4870
RP5-1070B1.1	ENSG00000147234	4871
KIAA1817	ENSG00000147234	4871
PDZK10	ENSG00000169933	4872
PDZD10	ENSG00000169933	4872
KIAA0316	ENSG00000169933	4872
SDFR2	ENSG00000156869	4873
SDR2	ENSG00000156869	4873
C9orf4	ENSG00000260230	4874
CG-6	ENSG00000260230	4874
SNT-1	ENSG00000166225	4875
FRS2alpha	ENSG00000166225	4875
SNT1	ENSG00000166225	4875
FRS2A	ENSG00000166225	4875
SNT-2	ENSG00000137218	4876
FRS2beta	ENSG00000137218	4876
FRS2B	ENSG00000137218	4876
C13orf14	ENSG00000073910	4877
bA37E23.1	ENSG00000073910	4877
13CDNA73	ENSG00000073910	4877
CG003	ENSG00000073910	4877
KIAA0826	ENSG00000075539	4878
DKFZp686E205	ENSG00000075539	4878
AF4p12	ENSG00000075539	4878
MOR2	ENSG00000075539	4878
FRZB-PEN	ENSG00000162998	4879
FRZB1	ENSG00000162998	4879
SRFP3	ENSG00000162998	4879
FRP-3	ENSG00000162998	4879
SFRP3	ENSG00000162998	4879
FRE	ENSG00000162998	4879
FRITZ	ENSG00000162998	4879
FRZB-1	ENSG00000162998	4879
FZRB	ENSG00000162998	4879
